40,男,本科,是,5,30.647069:104.048736,15,男,是,4,30.696700:104.207755
29,女,专科,否,3,30.587202:104.131278,15,男,是,3,30.683132:104.117397
28,女,研究生,是,3,30.667074:104.030530,17,女,是,4,30.694322:104.117744
35,男,本科,否,4,30.659425:104.098795,15,男,否,5,30.670906:104.224821
39,男,专科,是,3,30.635440:104.133563,17,女,是,4,30.656430:104.229073
29,女,高中,是,4,30.578983:104.113766,16,女,是,4,30.618005:104.208052
36,女,本科,是,5,30.642243:104.089450,13,男,否,5,30.636045:104.019486
33,男,本科,是,4,30.583758:104.025957,14,女,否,4,30.681686:104.069111
28,男,专科,是,5,30.700252:104.143876,16,男,是,5,30.612243:104.163525
24,女,研究生,否,4,30.703338:104.217917,17,男,否,5,30.558217:104.091837
27,男,专科,是,4,30.654116:104.091694,13,男,是,4,30.636946:104.144065
33,女,高中,否,5,30.644682:104.054272,18,男,否,3,30.593829:104.111428
32,女,本科,否,4,30.707609:104.233466,10,女,是,5,30.581874:104.149438
34,女,专科,否,3,30.610203:104.149806,12,女,否,4,30.674049:104.068514
40,男,本科,否,5,30.562938:104.153171,12,男,否,3,30.565094:104.022794
23,女,本科,是,3,30.708804:104.188283,10,男,否,4,30.688044:104.201588
24,女,专科,是,5,30.602813:104.202374,18,男,是,4,30.601899:104.133053
40,男,本科,是,4,30.621462:104.160663,17,男,否,4,30.716509:104.236624
26,男,专科,否,4,30.690362:104.193030,12,女,是,4,30.623476:104.083187
29,女,专科,否,3,30.587202:104.131278,11,女,否,3,30.566772:104.235433
22,女,研究生,否,3,30.600097:104.046448,13,男,是,3,30.567001:104.129618
23,女,研究生,是,5,30.674763:104.111251,15,男,是,4,30.620065:104.135838
25,女,高中,是,5,30.587738:104.209662,11,男,否,5,30.564800:104.108007
25,女,研究生,否,4,30.601170:104.230905,10,女,是,3,30.660864:104.078884
25,女,本科,是,3,30.658303:104.113933,12,男,否,3,30.649267:104.143361
22,女,本科,是,3,30.665625:104.216918,16,女,是,5,30.640625:104.033456
22,女,专科,是,5,30.692150:104.065941,12,女,是,3,30.633598:104.028858
37,男,本科,否,3,30.664057:104.183424,14,男,是,4,30.647843:104.063088
31,女,专科,否,5,30.704715:104.099264,15,男,否,4,30.562087:104.152845
27,男,专科,是,4,30.654116:104.091694,11,女,是,5,30.578265:104.051963
39,女,本科,是,4,30.687266:104.021628,13,男,是,4,30.579556:104.023295
34,男,专科,否,5,30.611013:104.133087,10,男,是,3,30.596474:104.230873
23,女,研究生,否,4,30.670370:104.236079,10,男,否,5,30.562323:104.029210
31,男,高中,否,3,30.600446:104.151983,18,男,否,4,30.563472:104.200122
33,男,专科,否,5,30.610757:104.220638,17,女,是,3,30.623588:104.198050
32,女,高中,否,3,30.613196:104.109102,17,女,否,4,30.698809:104.178626
36,女,本科,是,5,30.671529:104.232002,13,男,是,5,30.615765:104.190266
37,女,专科,否,3,30.590427:104.097040,10,女,是,4,30.716005:104.224881
26,男,本科,否,5,30.663101:104.185517,12,男,是,4,30.608840:104.091393
34,女,本科,否,3,30.579297:104.103961,17,女,是,5,30.588028:104.076267
37,男,本科,否,4,30.699702:104.061898,15,男,否,4,30.613661:104.176542
29,女,研究生,否,5,30.600976:104.094679,16,女,是,5,30.637254:104.079572
22,男,本科,是,5,30.709155:104.043967,16,男,否,5,30.604877:104.029122
35,男,专科,是,5,30.655866:104.023796,12,女,是,3,30.695212:104.156863
36,男,研究生,是,4,30.557259:104.217604,18,男,否,5,30.631692:104.098578
26,男,专科,否,4,30.591782:104.043193,10,男,否,4,30.647258:104.202735
24,女,高中,否,4,30.617278:104.154617,18,男,否,3,30.653762:104.149591
38,男,研究生,否,4,30.712141:104.023737,11,男,否,5,30.666854:104.084686
37,女,专科,否,3,30.590427:104.097040,18,女,否,3,30.664774:104.179190
33,女,本科,是,5,30.599435:104.130613,16,男,是,4,30.667425:104.071445
36,女,本科,是,5,30.642243:104.089450,18,男,是,5,30.598371:104.199302
33,男,专科,否,4,30.580712:104.079979,10,女,否,4,30.568365:104.152980
32,男,研究生,否,3,30.558799:104.223820,16,女,否,5,30.568944:104.039618
26,女,高中,否,5,30.576354:104.221528,11,女,是,3,30.553844:104.060058
26,女,本科,否,4,30.636514:104.215443,16,女,否,4,30.574453:104.101200
28,男,研究生,否,4,30.659728:104.049216,16,女,是,3,30.663659:104.126616
33,女,本科,是,5,30.599435:104.130613,18,男,否,3,30.657172:104.218481
39,男,专科,是,5,30.558626:104.075187,16,女,否,4,30.562264:104.203511
35,男,专科,是,3,30.671527:104.157203,13,男,否,5,30.683836:104.184185
24,男,本科,是,5,30.587037:104.209303,18,男,是,5,30.602966:104.035073
25,男,专科,否,3,30.632749:104.139082,15,女,否,5,30.713680:104.106961
36,男,本科,否,3,30.679587:104.079513,18,男,否,5,30.706075:104.121886
25,男,研究生,否,5,30.694288:104.216919,15,男,否,4,30.589840:104.061605
40,女,高中,否,3,30.649893:104.128935,11,女,否,4,30.668852:104.156039
31,女,专科,否,5,30.704715:104.099264,17,女,是,3,30.704971:104.223107
22,女,研究生,否,3,30.600097:104.046448,13,男,否,3,30.623464:104.208539
28,女,本科,否,3,30.705126:104.224814,10,男,是,3,30.653718:104.035689
29,男,研究生,是,4,30.675484:104.143188,11,女,否,3,30.592074:104.079795
31,女,高中,是,3,30.627405:104.019960,17,男,否,3,30.673939:104.022744
33,男,专科,否,4,30.580712:104.079979,10,女,否,3,30.619465:104.132373
25,男,高中,否,5,30.686294:104.089572,12,女,是,4,30.555523:104.068518
29,女,研究生,是,3,30.643445:104.046745,11,女,否,3,30.561025:104.117655
23,男,专科,否,3,30.570659:104.021199,18,女,否,5,30.566795:104.184751
23,男,本科,是,4,30.597993:104.205525,14,女,否,3,30.585224:104.109683
33,女,专科,否,3,30.683785:104.020889,11,女,否,3,30.560715:104.081948
33,男,本科,否,5,30.646450:104.057602,14,男,是,5,30.662440:104.041315
38,女,专科,否,5,30.569123:104.205826,11,男,是,5,30.636084:104.206210
28,女,本科,是,3,30.702737:104.188401,15,男,否,5,30.627719:104.190402
38,女,本科,否,4,30.618990:104.139099,12,男,是,3,30.629111:104.231518
25,男,专科,否,3,30.632749:104.139082,12,男,否,5,30.647839:104.233662
38,男,本科,否,5,30.662857:104.184506,13,男,是,4,30.714778:104.121767
26,男,研究生,否,4,30.554996:104.228920,11,女,否,5,30.683728:104.133678
25,男,本科,是,3,30.631245:104.084785,15,男,否,5,30.695207:104.148409
37,女,本科,是,5,30.635199:104.150586,17,女,否,5,30.700492:104.209204
32,女,研究生,否,4,30.712029:104.090597,17,男,否,5,30.577151:104.142241
38,女,高中,是,5,30.655929:104.229682,14,男,是,5,30.669397:104.182377
35,男,本科,是,5,30.618925:104.039789,14,女,否,3,30.567451:104.026841
29,男,本科,否,4,30.676795:104.089964,18,男,否,4,30.675410:104.065298
40,女,专科,是,3,30.687637:104.117953,11,女,是,4,30.609076:104.067264
32,女,研究生,否,4,30.712029:104.090597,13,男,是,4,30.624765:104.195374
25,男,专科,否,5,30.561459:104.114660,18,男,否,4,30.672889:104.171648
38,男,研究生,否,4,30.712141:104.023737,10,男,是,5,30.646082:104.138458
36,男,专科,是,3,30.707869:104.057030,15,男,是,5,30.658980:104.062228
33,女,本科,否,5,30.557900:104.087300,12,男,否,5,30.588699:104.101708
22,女,本科,是,3,30.665625:104.216918,18,女,是,3,30.707787:104.159712
26,男,本科,是,5,30.641031:104.030963,10,男,是,5,30.642332:104.041437
33,男,本科,否,5,30.646450:104.057602,11,女,是,3,30.594039:104.076065
24,女,高中,否,4,30.617278:104.154617,16,男,否,4,30.621044:104.195232
33,男,本科,否,5,30.646450:104.057602,17,男,是,3,30.648299:104.118824
27,女,本科,是,3,30.580938:104.110702,11,女,否,4,30.656622:104.118142
39,男,专科,否,4,30.626246:104.091033,14,男,是,5,30.576535:104.117741
25,女,本科,是,3,30.600231:104.067696,15,女,否,5,30.559484:104.221614
22,女,本科,是,4,30.652907:104.182453,14,男,是,5,30.705247:104.146928
24,男,本科,是,3,30.656999:104.094345,11,女,否,3,30.651588:104.164702
26,男,研究生,否,4,30.554996:104.228920,11,男,否,3,30.636877:104.080235
40,男,本科,是,4,30.621462:104.160663,16,男,否,4,30.638689:104.193787
24,女,本科,是,3,30.712365:104.133927,18,女,否,3,30.664166:104.153006
35,女,高中,是,3,30.614370:104.122403,17,男,是,3,30.713393:104.170582
32,男,专科,否,3,30.565391:104.083757,13,女,否,4,30.636314:104.056271
36,男,专科,是,4,30.621684:104.032895,10,女,否,5,30.614631:104.117978
39,男,本科,是,3,30.597200:104.186181,16,女,否,3,30.602797:104.144163
34,女,本科,是,5,30.613966:104.138209,13,女,是,3,30.668961:104.069469
38,男,高中,是,3,30.618441:104.105668,11,女,否,4,30.573585:104.170321
34,男,专科,是,4,30.572192:104.079445,16,女,否,4,30.703827:104.135945
39,女,研究生,是,4,30.622649:104.128973,11,男,是,4,30.700328:104.032148
24,女,专科,是,5,30.711379:104.098854,13,男,是,3,30.639749:104.095111
29,女,研究生,否,3,30.640505:104.220925,15,女,否,3,30.650898:104.220567
32,男,专科,否,3,30.629339:104.136438,16,女,否,3,30.710088:104.137918
23,男,研究生,是,3,30.589608:104.043395,12,男,是,5,30.579717:104.107010
23,女,本科,是,4,30.585842:104.051455,14,女,是,5,30.674732:104.187647
39,女,研究生,是,5,30.677652:104.059089,16,男,是,4,30.681282:104.192905
40,男,本科,否,5,30.562938:104.153171,13,女,否,4,30.639982:104.113029
25,男,本科,是,3,30.610978:104.019108,14,男,否,4,30.619381:104.211762
35,男,本科,是,5,30.631389:104.087420,15,男,是,5,30.649241:104.093243
40,男,专科,否,3,30.693955:104.190478,14,男,否,5,30.575725:104.130555
38,女,研究生,是,5,30.593883:104.080198,16,女,是,3,30.630791:104.126402
37,女,本科,是,5,30.702111:104.134549,16,女,是,4,30.607937:104.160211
24,女,研究生,否,4,30.703338:104.217917,15,男,否,5,30.652750:104.116306
31,女,本科,否,4,30.672850:104.085693,14,男,否,4,30.706929:104.199225
33,女,高中,否,5,30.644682:104.054272,16,男,否,3,30.578915:104.043370
37,男,研究生,否,5,30.698685:104.190761,14,女,否,3,30.608456:104.172504
33,女,专科,是,3,30.592959:104.108460,14,女,是,4,30.687773:104.159657
38,女,专科,否,5,30.568383:104.224695,15,男,否,4,30.633188:104.126916
22,女,研究生,否,3,30.633296:104.079443,11,男,否,5,30.570270:104.129496
22,女,研究生,否,3,30.600097:104.046448,11,女,否,4,30.656256:104.076378
28,女,专科,是,4,30.712675:104.021101,17,男,否,4,30.572230:104.210554
39,男,本科,否,4,30.568515:104.233720,18,男,否,4,30.682168:104.140629
22,女,研究生,是,4,30.573733:104.061052,13,男,是,4,30.690424:104.090888
33,男,本科,否,5,30.576265:104.153561,11,女,否,5,30.588865:104.053056
33,男,专科,否,3,30.710990:104.020582,12,女,是,3,30.604518:104.126874
32,女,本科,是,5,30.674983:104.087690,18,男,否,4,30.641681:104.061422
24,女,本科,是,4,30.697749:104.125235,15,男,否,4,30.663823:104.021990
30,女,高中,否,4,30.570378:104.207033,13,男,否,3,30.596007:104.094519
31,男,本科,否,5,30.694694:104.189110,16,男,否,5,30.574665:104.203991
39,男,本科,是,3,30.597200:104.186181,14,男,是,4,30.649606:104.026283
40,女,专科,是,3,30.687637:104.117953,10,女,否,4,30.681873:104.062466
38,男,高中,是,3,30.676379:104.225819,12,男,是,5,30.708868:104.058535
37,女,专科,是,3,30.651494:104.196314,12,男,是,4,30.664910:104.167804
40,男,高中,否,3,30.607698:104.227719,16,女,是,3,30.629123:104.095804
27,男,本科,是,5,30.691444:104.149796,13,男,是,4,30.659304:104.020384
33,男,专科,否,3,30.710990:104.020582,11,女,否,3,30.632457:104.020248
22,男,研究生,否,5,30.686520:104.131490,13,女,是,4,30.658212:104.101904
30,女,本科,是,4,30.559776:104.102136,15,男,是,3,30.701965:104.176991
28,女,专科,是,4,30.690623:104.156394,18,男,否,3,30.600017:104.208532
31,男,专科,否,4,30.625515:104.183020,13,女,否,4,30.593074:104.127364
32,男,本科,否,3,30.698162:104.190939,16,女,否,3,30.714870:104.066122
25,女,高中,是,5,30.593302:104.061944,15,男,否,3,30.615309:104.030502
36,男,专科,是,3,30.707869:104.057030,11,女,否,3,30.570883:104.026520
36,女,专科,否,3,30.567404:104.136828,18,男,是,3,30.646620:104.225979
31,女,专科,否,3,30.646195:104.149657,16,男,是,4,30.710784:104.119558
33,男,本科,是,5,30.650861:104.217333,15,男,是,3,30.713380:104.135711
23,男,本科,否,4,30.567567:104.101361,10,女,是,3,30.626319:104.159110
31,女,本科,是,4,30.593680:104.029933,11,女,否,5,30.562538:104.063229
37,男,专科,否,3,30.632832:104.148914,16,男,是,3,30.615552:104.126422
25,男,本科,否,3,30.608899:104.142034,13,男,是,4,30.687549:104.020770
31,男,本科,否,3,30.652329:104.214864,16,男,否,4,30.584323:104.087038
22,女,本科,是,3,30.622668:104.223430,10,女,否,4,30.715439:104.107409
28,女,研究生,是,3,30.667074:104.030530,13,男,否,4,30.565728:104.061387
36,男,专科,是,4,30.621684:104.032895,16,女,是,3,30.611637:104.219621
38,女,专科,否,5,30.669086:104.193502,17,女,否,4,30.676423:104.187726
25,男,本科,是,3,30.631245:104.084785,18,女,是,4,30.584157:104.020270
33,女,高中,否,3,30.567538:104.194143,12,女,是,3,30.634635:104.214393
32,女,专科,是,3,30.686423:104.021644,14,女,否,5,30.617541:104.231668
26,女,专科,否,3,30.579914:104.116583,15,女,否,3,30.603892:104.131957
35,男,专科,是,3,30.671527:104.157203,16,女,否,5,30.660243:104.173233
38,女,研究生,是,5,30.593883:104.080198,11,女,是,3,30.588397:104.224882
32,女,专科,否,3,30.677476:104.054013,11,男,是,4,30.559210:104.100395
24,女,高中,是,3,30.570117:104.185823,13,女,否,3,30.674912:104.165025
27,男,本科,是,5,30.645084:104.106062,13,男,是,3,30.711349:104.167283
32,男,本科,否,4,30.631312:104.078326,10,男,是,4,30.622977:104.192081
36,女,本科,是,5,30.619943:104.048171,17,男,是,3,30.659888:104.208960
37,男,本科,否,4,30.699702:104.061898,13,男,是,4,30.711155:104.134249
38,女,专科,否,5,30.569123:104.205826,13,女,否,4,30.709611:104.138710
24,女,高中,是,3,30.570117:104.185823,14,女,否,5,30.684731:104.176441
24,女,研究生,否,3,30.584317:104.098945,16,男,否,4,30.658576:104.129625
25,男,本科,是,3,30.631245:104.084785,14,男,否,4,30.691188:104.044036
30,女,高中,否,4,30.570378:104.207033,14,女,是,3,30.627644:104.229457
26,女,本科,否,5,30.639247:104.020468,15,男,是,5,30.614385:104.142697
32,女,专科,否,3,30.677476:104.054013,15,男,是,3,30.602280:104.080314
38,男,本科,是,5,30.626870:104.123419,14,男,是,4,30.643365:104.123712
25,男,本科,是,3,30.631245:104.084785,17,女,是,3,30.674366:104.072829
32,男,专科,是,3,30.610323:104.052528,18,男,否,5,30.623251:104.125201
22,男,研究生,否,5,30.686520:104.131490,15,女,是,3,30.667034:104.107285
33,男,专科,否,3,30.710990:104.020582,11,女,是,4,30.570045:104.192407
36,男,本科,否,3,30.575030:104.022864,16,女,是,3,30.674435:104.025584
23,男,专科,否,3,30.570659:104.021199,13,女,是,3,30.611071:104.220195
29,女,研究生,否,4,30.596999:104.127150,17,女,是,3,30.592567:104.117339
29,女,研究生,否,3,30.640505:104.220925,14,男,否,3,30.707658:104.070773
31,女,本科,是,5,30.701922:104.099876,14,女,否,5,30.645605:104.058016
39,男,本科,是,5,30.644239:104.198720,10,女,否,4,30.596085:104.125431
36,女,研究生,否,4,30.652549:104.170826,11,男,是,4,30.663666:104.141475
33,女,研究生,是,4,30.630311:104.134817,14,男,是,4,30.577887:104.233040
40,女,本科,是,5,30.689683:104.061352,17,男,是,5,30.710559:104.182323
25,男,本科,是,3,30.610978:104.019108,10,女,是,3,30.576393:104.089873
32,女,本科,是,3,30.580947:104.041694,14,男,否,5,30.580521:104.036317
24,女,专科,是,5,30.711379:104.098854,11,男,否,5,30.712736:104.132909
24,男,本科,是,3,30.656999:104.094345,18,女,否,5,30.621532:104.049152
35,男,本科,否,4,30.659425:104.098795,18,男,否,4,30.680029:104.038842
40,男,本科,是,4,30.621462:104.160663,16,女,否,4,30.689315:104.204972
33,男,专科,否,5,30.610757:104.220638,14,女,是,4,30.668720:104.083921
34,男,研究生,是,5,30.654039:104.222314,18,男,是,5,30.627997:104.191152
40,女,研究生,否,4,30.607325:104.140466,15,女,否,3,30.642446:104.184441
22,女,本科,是,3,30.594124:104.161270,17,女,否,4,30.601085:104.027019
28,女,本科,是,5,30.707935:104.089638,18,男,是,4,30.559924:104.230539
38,女,本科,否,4,30.618990:104.139099,11,女,否,4,30.602694:104.022720
28,女,专科,否,3,30.639617:104.189084,18,女,是,4,30.712606:104.095189
24,男,本科,是,3,30.656999:104.094345,16,女,否,5,30.662226:104.156954
29,男,研究生,是,4,30.606631:104.038015,16,女,否,4,30.651973:104.063837
28,男,专科,是,5,30.700252:104.143876,13,男,否,3,30.625585:104.045120
33,女,专科,否,3,30.578102:104.231513,13,男,是,3,30.567323:104.218947
23,男,本科,是,5,30.644306:104.158312,11,男,是,3,30.636713:104.237206
40,男,本科,是,3,30.612111:104.111640,18,男,是,4,30.687250:104.116926
40,男,专科,是,4,30.628787:104.153042,10,女,否,3,30.638178:104.112124
40,男,本科,是,4,30.670195:104.146131,17,男,是,4,30.565084:104.152000
33,男,本科,否,5,30.576265:104.153561,12,女,否,5,30.702230:104.177331
24,男,专科,否,3,30.668782:104.154736,18,男,是,3,30.621791:104.043199
33,女,专科,否,4,30.594097:104.141814,10,女,否,4,30.594723:104.186745
26,女,研究生,是,3,30.622578:104.150369,16,男,是,4,30.697439:104.187148
40,男,本科,是,4,30.621462:104.160663,18,女,是,5,30.554665:104.062505
39,女,本科,是,4,30.687266:104.021628,10,男,否,5,30.667724:104.191682
24,男,本科,是,5,30.587037:104.209303,18,女,否,3,30.633708:104.121009
24,女,专科,否,4,30.604809:104.041968,18,女,否,4,30.632435:104.029939
32,女,本科,是,3,30.569304:104.159512,17,女,否,5,30.564696:104.122278
40,女,研究生,是,5,30.626295:104.020220,17,男,是,5,30.581933:104.079024
33,男,专科,否,5,30.582840:104.090998,10,女,否,4,30.654649:104.052437
32,女,专科,是,5,30.630968:104.064501,17,男,否,4,30.673382:104.151168
33,女,本科,否,3,30.712602:104.203659,12,女,是,3,30.583312:104.188034
38,女,研究生,否,5,30.636546:104.134013,15,男,是,5,30.691458:104.216870
36,男,专科,否,4,30.568100:104.175567,15,男,否,4,30.653016:104.218322
24,男,本科,是,4,30.591902:104.017818,13,男,是,3,30.553778:104.218670
25,女,研究生,否,4,30.585150:104.077744,16,女,是,4,30.562570:104.209701
36,女,本科,是,5,30.671529:104.232002,14,男,是,4,30.624644:104.204619
35,男,本科,是,5,30.702856:104.031366,13,女,是,3,30.639366:104.118515
30,男,本科,是,3,30.555523:104.161833,14,女,否,4,30.691901:104.213911
27,男,本科,是,5,30.691444:104.149796,12,男,否,3,30.618079:104.074398
24,女,研究生,是,5,30.554963:104.100736,12,女,否,5,30.687066:104.194069
35,女,本科,否,4,30.596964:104.206337,13,男,是,3,30.675175:104.182171
28,男,研究生,否,4,30.659728:104.049216,12,女,否,3,30.630317:104.193322
29,男,本科,否,4,30.636983:104.083328,15,男,是,4,30.706521:104.228144
22,男,专科,否,4,30.555295:104.197057,10,女,否,3,30.710401:104.079964
22,男,本科,是,4,30.598045:104.057235,10,女,是,4,30.630234:104.116655
32,男,专科,是,5,30.703227:104.083763,11,男,否,4,30.652878:104.168007
32,男,研究生,否,3,30.565410:104.113738,18,女,是,3,30.668233:104.094467
39,女,专科,是,5,30.610503:104.102811,17,女,否,4,30.676457:104.166363
27,男,本科,是,5,30.645084:104.106062,10,女,是,3,30.664601:104.068378
22,女,本科,否,4,30.655373:104.112557,10,男,是,4,30.651948:104.129642
24,女,本科,是,5,30.575791:104.158418,10,女,是,4,30.673598:104.170838
26,男,专科,否,3,30.572637:104.059543,17,女,否,4,30.694989:104.096811
22,女,专科,否,5,30.618714:104.075293,15,男,否,4,30.600182:104.144941
38,男,高中,是,3,30.618441:104.105668,16,女,是,4,30.570496:104.033704
37,女,高中,是,4,30.581110:104.155175,18,男,是,5,30.601089:104.230184
30,女,专科,是,5,30.631489:104.215092,12,女,否,4,30.622086:104.208924
22,女,专科,是,5,30.692150:104.065941,12,女,是,5,30.616531:104.219007
31,女,专科,否,5,30.704715:104.099264,17,女,是,5,30.681611:104.037202
34,女,专科,是,4,30.669354:104.095110,15,男,是,4,30.691546:104.026003
35,女,高中,是,3,30.614370:104.122403,12,女,是,3,30.639600:104.064329
34,男,本科,是,5,30.627180:104.216678,15,男,是,3,30.637559:104.217038
36,男,专科,是,3,30.707869:104.057030,10,男,是,3,30.682813:104.063483
23,女,研究生,否,4,30.617741:104.199618,10,女,是,3,30.681513:104.196228
26,男,研究生,是,4,30.639207:104.145010,15,男,是,3,30.716816:104.237306
22,男,高中,否,5,30.560459:104.023791,16,男,否,5,30.626285:104.162916
36,女,本科,是,5,30.656330:104.188143,16,男,否,4,30.673731:104.111576
31,女,本科,是,5,30.701922:104.099876,11,女,否,3,30.624564:104.201683
30,女,专科,是,3,30.612291:104.129805,17,女,否,5,30.618659:104.198802
33,女,专科,否,4,30.594097:104.141814,14,女,是,5,30.704639:104.102943
26,女,本科,是,4,30.638828:104.126708,12,女,否,5,30.661028:104.044237
39,男,专科,否,5,30.584615:104.060300,10,女,否,5,30.565196:104.202138
33,女,本科,是,5,30.695856:104.099495,14,男,否,4,30.611000:104.217183
33,男,本科,否,3,30.632946:104.113812,12,男,是,3,30.641053:104.099710
25,女,本科,是,3,30.645805:104.218139,18,女,是,4,30.662608:104.161425
36,男,专科,是,4,30.596895:104.191117,12,男,是,5,30.620475:104.113477
28,男,本科,是,3,30.650395:104.069919,12,男,否,5,30.555155:104.091745
24,男,专科,否,3,30.668782:104.154736,15,女,否,5,30.565867:104.054501
30,女,本科,否,4,30.565613:104.043771,11,男,是,5,30.629912:104.178431
34,女,本科,否,3,30.579297:104.103961,13,男,是,4,30.613752:104.234163
34,女,研究生,是,4,30.598188:104.129704,17,女,是,4,30.704120:104.079023
33,女,本科,是,5,30.599435:104.130613,17,男,是,5,30.619510:104.041386
37,男,本科,否,4,30.645030:104.155772,13,女,否,4,30.684629:104.167813
30,女,本科,是,4,30.717093:104.143940,10,男,是,4,30.649297:104.234966
34,女,专科,是,4,30.669354:104.095110,11,女,是,3,30.678404:104.078917
23,女,研究生,否,3,30.710850:104.075236,16,男,否,4,30.566278:104.124961
